,id,name,type,rarity,event,group,standard,new
zenyatta-skullyatta,zenyatta-skullyatta,Skullyatta,skins,epic,HALLOWEEN,HALLOWEEN_2016,False,False
zenyatta-djinnyatta,zenyatta-djinnyatta,Djinnyatta,skins,legendary,,,False,False
zenyatta-ifrit,zenyatta-ifrit,Ifrit,skins,legendary,,,False,False
zenyatta-ra,zenyatta-ra,Ra,skins,legendary,,,False,False
zenyatta-sunyatta,zenyatta-sunyatta,Sunyatta,skins,legendary,,,False,False
zenyatta-nutcracker,zenyatta-nutcracker,Nutcracker,skins,legendary,WINTER_WONDERLAND_2016,,False,False
zenyatta-sanzang,zenyatta-sanzang,Sanzang,skins,legendary,YEAR_OF_THE_ROOSTER_2017,,False,False
zenyatta-cultist,zenyatta-cultist,Cultist,skins,legendary,HALLOWEEN,,False,True
zenyatta-adorable,zenyatta-adorable,Adorable,sprays,common,,,False,False
zenyatta-aura,zenyatta-aura,Aura,sprays,common,,,False,False
zenyatta-balance,zenyatta-balance,Balance,sprays,common,,,False,False
zenyatta-contemplative,zenyatta-contemplative,Contemplative,sprays,common,,,False,False
zenyatta-discord,zenyatta-discord,Discord,sprays,common,,,False,False
zenyatta-enlightened,zenyatta-enlightened,Enlightened,sprays,common,,,False,False
zenyatta-fist-bump,zenyatta-fist-bump,Fist Bump,sprays,common,,,False,False
zenyatta-flow,zenyatta-flow,Flow,sprays,common,,,False,False
zenyatta-foot,zenyatta-foot,Foot,sprays,common,,,False,False
zenyatta-graphic,zenyatta-graphic,Graphic,sprays,common,,,False,False
zenyatta-guru,zenyatta-guru,Guru,sprays,common,,,False,False
zenyatta-hand,zenyatta-hand,Hand,sprays,common,,,False,False
zenyatta-harmony,zenyatta-harmony,Harmony,sprays,common,,,False,False
zenyatta-icon,zenyatta-icon,Icon,sprays,common,,,False,False
zenyatta-inner-fire,zenyatta-inner-fire,Inner Fire,sprays,common,,,False,False
zenyatta-nine,zenyatta-nine,Nine,sprays,common,,,False,False
zenyatta-orb,zenyatta-orb,Orb,sprays,common,,,False,False
zenyatta-orbs,zenyatta-orbs,Orbs,sprays,common,,,False,False
zenyatta-peace,zenyatta-peace,Peace,sprays,common,,,False,False
zenyatta-taunt,zenyatta-taunt,Taunt,sprays,common,,,False,False
zenyatta-tekhartha,zenyatta-tekhartha,Tekhartha,sprays,common,,,False,False
zenyatta-throw,zenyatta-throw,Throw,sprays,common,,,False,False
zenyatta-together,zenyatta-together,Together,sprays,common,,,False,False
zenyatta-taekwondo,zenyatta-taekwondo,Taekwondo,sprays,common,SUMMER_GAMES,SUMMER_GAMES_2016,False,False
zenyatta-trick-or-treat,zenyatta-trick-or-treat,Trick or Treat,sprays,common,HALLOWEEN,HALLOWEEN_2016,False,False
zenyatta-ornament,zenyatta-ornament,Ornament,sprays,common,WINTER_WONDERLAND_2016,,False,False
zenyatta-snowball-fight,zenyatta-snowball-fight,Snowball Fight,sprays,common,WINTER_WONDERLAND_2016,,False,False
zenyatta-dragon-dance,zenyatta-dragon-dance,Dragon Dance,sprays,common,YEAR_OF_THE_ROOSTER_2017,,False,False
zenyatta-yut-nori,zenyatta-yut-nori,Yut Nori,sprays,common,YEAR_OF_THE_ROOSTER_2017,,False,False
zenyatta-shell,zenyatta-shell,Shell,sprays,common,UPRISING_2017,,False,False
zenyatta-king-of-spades,zenyatta-king-of-spades,King of Spades,sprays,common,ANNIVERSARY_2017,,False,False
zenyatta-cute,zenyatta-cute,Cute,sprays,common,,,False,False
zenyatta-pixel,zenyatta-pixel,Pixel,sprays,common,,,False,False
zenyatta-heroic,zenyatta-heroic,Heroic,intros,common,,,True,False
zenyatta-focused,zenyatta-focused,Focused,intros,epic,,,False,False
zenyatta-harmony-and-discord,zenyatta-harmony-and-discord,Harmony and Discord,intros,epic,,,False,False
zenyatta-transcendence,zenyatta-transcendence,Transcendence,intros,epic,,,False,False
zenyatta-perspective,zenyatta-perspective,Perspective,intros,epic,UPRISING_2017,,False,False
zenyatta-heroic,zenyatta-heroic,Heroic,poses,common,,,True,False
zenyatta-balance,zenyatta-balance,Balance,poses,rare,,,False,False
zenyatta-harmony,zenyatta-harmony,Harmony,poses,rare,,,False,False
zenyatta-peace,zenyatta-peace,Peace,poses,rare,,,False,False
zenyatta-medals,zenyatta-medals,Medals,poses,rare,SUMMER_GAMES,SUMMER_GAMES_2016,False,False
zenyatta-rip,zenyatta-rip,R.I.P.,poses,rare,HALLOWEEN,HALLOWEEN_2016,False,False
sombra-playing-fair,sombra-playing-fair,Playing Fair,voicelines,common,,,True,False
sombra-boop,sombra-boop,Boop,voicelines,common,,,False,False
sombra-cool,sombra-cool,Cool,voicelines,common,,,False,False
sombra-did-you-mean-to-do-that,sombra-did-you-mean-to-do-that,Did you mean to do that?,voicelines,common,,,False,False
sombra-glitch-in-the-system,sombra-glitch-in-the-system,Glitch in the system,voicelines,common,,,False,False
sombra-good-one,sombra-good-one,Good one,voicelines,common,,,False,False
sombra-hack-the-planet,sombra-hack-the-planet,Hack the Planet,voicelines,common,,,False,False
sombra-in-over-your-head,sombra-in-over-your-head,In over your head,voicelines,common,,,False,False
sombra-just-squishing-a-bug,sombra-just-squishing-a-bug,Just squishing a bug,voicelines,common,,,False,False
sombra-mess-with-the-best,sombra-mess-with-the-best,Mess with the best...,voicelines,common,,,False,False
sombra-show-me-what-you-got,sombra-show-me-what-you-got,Show me what you got,voicelines,common,,,False,False
sombra-taking-this-very-seriously,sombra-taking-this-very-seriously,Taking this very seriously,voicelines,common,,,False,False
sombra-i-know-whos-been-naughty,sombra-i-know-whos-been-naughty,I know who's been naughty,voicelines,common,WINTER_WONDERLAND_2016,,False,False
sombra-youre-easily-impressed,sombra-youre-easily-impressed,You're easily impressed,voicelines,common,YEAR_OF_THE_ROOSTER_2017,,False,False
sombra-dont-be-a-coward,sombra-dont-be-a-coward,Don't be a coward,voicelines,common,UPRISING_2017,,False,False
sombra-id-love-to-stay-and-chat,sombra-id-love-to-stay-and-chat,I'd love to stay and chat,voicelines,common,UPRISING_2017,,False,False
sombra-i-need-a-drink,sombra-i-need-a-drink,I need a drink,voicelines,common,ANNIVERSARY_2017,,False,False
sombra-were-you-done-talking,sombra-were-you-done-talking,Were you done talking?,voicelines,common,ANNIVERSARY_2017,,False,False
sombra-try-and-keep-up,sombra-try-and-keep-up,Try and keep up,voicelines,common,SUMMER_GAMES,,False,True
sombra-whats-up,sombra-whats-up,What's up?,voicelines,common,SUMMER_GAMES,,False,True
sombra-aw-isnt-that-sweet,sombra-aw-isnt-that-sweet,"Aw, isn't that sweet?",voicelines,common,HALLOWEEN,,False,True
sombra-you-trying-to-be-scary,sombra-you-trying-to-be-scary,You trying to be scary?,voicelines,common,HALLOWEEN,,False,True
sombra-hacker,sombra-hacker,Hacker,icons,,,,False,False
sombra-skull,sombra-skull,Skull,icons,,,,False,False
sombra-sombra,sombra-sombra,Sombra,icons,,,,False,False
sombra-aniversario,sombra-aniversario,Aniversario,icons,,ANNIVERSARY_2017,,False,False
sombra-high-jump,sombra-high-jump,High Jump,icons,,SUMMER_GAMES,,False,True
sombra-heroic,sombra-heroic,Heroic,emotes,common,,,True,False
sombra-amused,sombra-amused,Amused,emotes,epic,,,False,False
sombra-boop,sombra-boop,Boop,emotes,epic,,,False,False
sombra-hold-on,sombra-hold-on,Hold On,emotes,epic,,,False,False
sombra-masterpiece,sombra-masterpiece,Masterpiece,emotes,epic,,,False,False
sombra-sit,sombra-sit,Sit,emotes,epic,,,False,False
sombra-dance,sombra-dance,Dance,emotes,epic,ANNIVERSARY_2017,,False,False
sombra-classic,sombra-classic,Classic,skins,common,,,True,False
sombra-cidro,sombra-cidro,Cidro,skins,rare,,,False,False
sombra-incendio,sombra-incendio,Incendio,skins,rare,,,False,False
sombra-mar,sombra-mar,Mar,skins,rare,,,False,False
sombra-noche,sombra-noche,Noche,skins,rare,,,False,False
sombra-glitch,sombra-glitch,Glitch,skins,epic,,,False,False
sombra-virus,sombra-virus,Virus,skins,epic,,,False,False
sombra-peppermint,sombra-peppermint,Peppermint,skins,epic,WINTER_WONDERLAND_2016,,False,False
sombra-augmented,sombra-augmented,Augmented,skins,legendary,,,False,False
sombra-azucar,sombra-azucar,Azúcar,skins,legendary,,,False,False
sombra-cyberspace,sombra-cyberspace,Cyberspace,skins,legendary,,,False,False
sombra-los-muertos,sombra-los-muertos,Los Muertos,skins,legendary,,,False,False
sombra-tulum,sombra-tulum,Tulum,skins,legendary,SUMMER_GAMES,,False,True
sombra-5kull,sombra-5kull,5kull,sprays,common,,,False,False
sombra-agent,sombra-agent,Agent,sprays,common,,,False,False
sombra-behind-you,sombra-behind-you,Behind You,sprays,common,,,False,False
sombra-calavera,sombra-calavera,Calavera,sprays,common,,,False,False
sombra-deafmute,sombra-deafmute,Deaf-Mute,sprays,common,,,False,False
sombra-eyes,sombra-eyes,Eyes,sprays,common,,,False,False
sombra-hacked,sombra-hacked,Hacked,sprays,common,,,False,False
sombra-hacked-the-moon,sombra-hacked-the-moon,Hacked the Moon,sprays,common,,,False,False
sombra-hacker,sombra-hacker,Hacker,sprays,common,,,False,False
sombra-icon,sombra-icon,Icon,sprays,common,,,False,False
sombra-illusive,sombra-illusive,Illusive,sprays,common,,,False,False
sombra-key,sombra-key,Key,sprays,common,,,False,False
sombra-machine-pistol,sombra-machine-pistol,Machine Pistol,sprays,common,,,False,False
sombra-marionette,sombra-marionette,Marionette,sprays,common,,,False,False
sombra-neural,sombra-neural,Neural,sprays,common,,,False,False
sombra-power,sombra-power,Power,sprays,common,,,False,False
sombra-puzzle,sombra-puzzle,Puzzle,sprays,common,,,False,False
sombra-skull,sombra-skull,Skull,sprays,common,,,False,False
sombra-skycode,sombra-skycode,Skycode,sprays,common,,,False,False
sombra-superior,sombra-superior,Superior,sprays,common,,,False,False
sombra-tagged,sombra-tagged,Tagged,sprays,common,,,False,False
sombra-translocator,sombra-translocator,Translocator,sprays,common,,,False,False
sombra-unlocked,sombra-unlocked,Unlocked,sprays,common,,,False,False
sombra-virus,sombra-virus,Virus,sprays,common,,,False,False
sombra-web,sombra-web,Web,sprays,common,,,False,False
sombra-quien,sombra-quien,¿Quién?,sprays,common,,,False,False
sombra-ornament,sombra-ornament,Ornament,sprays,common,WINTER_WONDERLAND_2016,,False,False
sombra-puppet,sombra-puppet,Puppet,sprays,common,WINTER_WONDERLAND_2016,,False,False
sombra-dragon-dance,sombra-dragon-dance,Dragon Dance,sprays,common,YEAR_OF_THE_ROOSTER_2017,,False,False
sombra-fortunate,sombra-fortunate,Fortunate,sprays,common,YEAR_OF_THE_ROOSTER_2017,,False,False
sombra-espresso,sombra-espresso,Espresso,sprays,common,UPRISING_2017,,False,False
sombra-queen-of-spades,sombra-queen-of-spades,Queen of Spades,sprays,common,ANNIVERSARY_2017,,False,False
sombra-high-jump,sombra-high-jump,High Jump,sprays,common,SUMMER_GAMES,,False,True
sombra-trick-or-treat,sombra-trick-or-treat,Trick or Treat,sprays,common,HALLOWEEN,,False,True
sombra-cute,sombra-cute,Cute,sprays,common,,,False,False
sombra-pixel,sombra-pixel,Pixel,sprays,common,,,False,False
sombra-heroic,sombra-heroic,Heroic,intros,common,,,True,False
sombra-hacking,sombra-hacking,Hacking,intros,epic,,,False,False
sombra-pulse,sombra-pulse,Pulse,intros,epic,,,False,False
sombra-undetected,sombra-undetected,Undetected,intros,epic,,,False,False
sombra-heroic,sombra-heroic,Heroic,poses,common,,,True,False
sombra-hacked,sombra-hacked,Hacked,poses,rare,,,False,False
sombra-kneeling,sombra-kneeling,Kneeling,poses,rare,,,False,False
sombra-rising,sombra-rising,Rising,poses,rare,,,False,False
sombra-sparklers,sombra-sparklers,Sparklers,poses,rare,YEAR_OF_THE_ROOSTER_2017,,False,False
sombra-medal,sombra-medal,Medal,poses,rare,SUMMER_GAMES,,False,True
sombra-pumpkinette,sombra-pumpkinette,Pumpkinette,poses,rare,HALLOWEEN,,False,True
tracer-you-got-it,tracer-you-got-it,You got it,voicelines,common,,,True,False
tracer-aw-rubbish,tracer-aw-rubbish,"Aw, rubbish",voicelines,common,,,False,False
tracer-be-right-back,tracer-be-right-back,Be right back!,voicelines,common,,,False,False
tracer-check-me-out,tracer-check-me-out,Check me out,voicelines,common,,,False,False
tracer-cheers-love,tracer-cheers-love,"Cheers, love!",voicelines,common,,,False,False
tracer-deja-vu,tracer-deja-vu,déjà vu,voicelines,common,,,False,False
tracer-keep-calm,tracer-keep-calm,Keep calm,voicelines,common,,,False,False
tracer-she-shoots-she-scores,tracer-she-shoots-she-scores,"She shoots, she scores",voicelines,common,,,False,False
tracer-the-world-needs-heroes,tracer-the-world-needs-heroes,The world needs heroes,voicelines,common,,,False,False
tracer-under-control,tracer-under-control,Under control,voicelines,common,,,False,False
tracer-you-need-a-time-out,tracer-you-need-a-time-out,You need a time out,voicelines,common,,,False,False
tracer-eat-my-dust,tracer-eat-my-dust,Eat my dust,voicelines,common,SUMMER_GAMES,SUMMER_GAMES_2016,False,False
tracer-ooh-scary,tracer-ooh-scary,"Ooh, Scary!",voicelines,common,HALLOWEEN,HALLOWEEN_2016,False,False
tracer-its-in-the-bag,tracer-its-in-the-bag,It's in the bag,voicelines,common,WINTER_WONDERLAND_2016,,False,False
tracer-ready-for-some-fireworks,tracer-ready-for-some-fireworks,Ready for some fireworks?,voicelines,common,YEAR_OF_THE_ROOSTER_2017,,False,False
tracer-dont-be-daft,tracer-dont-be-daft,Don't be daft,voicelines,common,UPRISING_2017,,False,False
tracer-sorry-im-late,tracer-sorry-im-late,Sorry I'm late,voicelines,common,UPRISING_2017,,False,False
tracer-did-i-miss-something,tracer-did-i-miss-something,Did I miss something?,voicelines,common,ANNIVERSARY_2017,,False,False
tracer-too-slow,tracer-too-slow,Too slow!,voicelines,common,ANNIVERSARY_2017,,False,False
tracer-time-out,tracer-time-out,Time out!,voicelines,common,SUMMER_GAMES,,False,True
tracer-boo,tracer-boo,Boo!,voicelines,common,HALLOWEEN,,False,True
tracer-patch,tracer-patch,Patch,icons,,,,False,False
tracer-pulse-bomb,tracer-pulse-bomb,Pulse Bomb,icons,,,,False,False
tracer-tracer,tracer-tracer,Tracer,icons,,,,False,False
tracer-track,tracer-track,Track,icons,,SUMMER_GAMES,SUMMER_GAMES_2016,False,False
tracer-jingle,tracer-jingle,Jingle,icons,,WINTER_WONDERLAND_2016,,False,False
tracer-cadet,tracer-cadet,Cadet,icons,,UPRISING_2017,,False,False
tracer-auxton,tracer-auxton,Auxton,icons,,ANNIVERSARY_2017,,False,False
tracer-heroic,tracer-heroic,Heroic,emotes,common,,,True,False
tracer-cheer,tracer-cheer,Cheer,emotes,epic,,,False,False
tracer-finger-guns,tracer-finger-guns,Finger Guns,emotes,epic,,,False,False
tracer-having-a-laugh,tracer-having-a-laugh,Having a laugh,emotes,epic,,,False,False
tracer-sitting-around,tracer-sitting-around,Sitting Around...,emotes,epic,,,False,False
tracer-spin,tracer-spin,Spin,emotes,epic,,,False,False
tracer-charleston,tracer-charleston,Charleston,emotes,epic,ANNIVERSARY_2017,,False,False
tracer-classic,tracer-classic,Classic,skins,common,,,True,False
tracer-electric-purple,tracer-electric-purple,Electric Purple,skins,rare,,,False,False
tracer-hot-pink,tracer-hot-pink,Hot Pink,skins,rare,,,False,False
tracer-neon-green,tracer-neon-green,Neon Green,skins,rare,,,False,False
tracer-royal-blue,tracer-royal-blue,Royal Blue,skins,rare,,,False,False
tracer-posh,tracer-posh,Posh,skins,epic,,,False,False
tracer-sporty,tracer-sporty,Sporty,skins,epic,,,False,False
tracer-rose,tracer-rose,Rose,skins,epic,YEAR_OF_THE_ROOSTER_2017,,False,False
tracer-mach-t,tracer-mach-t,Mach T,skins,legendary,,,False,False
tracer-punk,tracer-punk,Punk,skins,legendary,,,False,False
tracer-t-racer,tracer-t-racer,T. Racer,skins,legendary,,,False,False
tracer-ultraviolet,tracer-ultraviolet,Ultraviolet,skins,legendary,,,False,False
tracer-sprinter,tracer-sprinter,Sprinter,skins,legendary,SUMMER_GAMES,SUMMER_GAMES_2016,False,False
tracer-track-and-field,tracer-track-and-field,Track and Field,skins,legendary,SUMMER_GAMES,SUMMER_GAMES_2016,False,False
tracer-jingle,tracer-jingle,Jingle,skins,legendary,WINTER_WONDERLAND_2016,,False,False
tracer-cadet-oxton,tracer-cadet-oxton,Cadet Oxton,skins,legendary,UPRISING_2017,,False,False
tracer-graffiti,tracer-graffiti,Graffiti,skins,legendary,ANNIVERSARY_2017,,False,False
tracer-slipstream,tracer-slipstream,Slipstream,skins,legendary,,,False,False
tracer-blink,tracer-blink,Blink,sprays,common,,,False,False
tracer-bombs-away,tracer-bombs-away,Bomb's Away!,sprays,common,,,False,False
tracer-cavalrys-here,tracer-cavalrys-here,Cavalry's Here,sprays,common,,,False,False
tracer-cheers,tracer-cheers,Cheers,sprays,common,,,False,False
tracer-cheers-love,tracer-cheers-love,"Cheers, Love",sprays,common,,,False,False
tracer-clocks-tickin,tracer-clocks-tickin,Clock's Tickin',sprays,common,,,False,False
tracer-confident,tracer-confident,Confident,sprays,common,,,False,False
tracer-fighter,tracer-fighter,Fighter,sprays,common,,,False,False
tracer-icon,tracer-icon,Icon,sprays,common,,,False,False
tracer-kneeling,tracer-kneeling,Kneeling,sprays,common,,,False,False
tracer-lena,tracer-lena,Lena,sprays,common,,,False,False
tracer-orange,tracer-orange,Orange,sprays,common,,,False,False
tracer-pew-pew-pew,tracer-pew-pew-pew,Pew! Pew! Pew!,sprays,common,,,False,False
tracer-pistols,tracer-pistols,Pistols,sprays,common,,,False,False
tracer-portrait,tracer-portrait,Portrait,sprays,common,,,False,False
tracer-poster,tracer-poster,Poster,sprays,common,,,False,False
tracer-pulse-bomb,tracer-pulse-bomb,Pulse Bomb,sprays,common,,,False,False
tracer-ready-for-action,tracer-ready-for-action,Ready for Action,sprays,common,,,False,False
tracer-salute,tracer-salute,Salute,sprays,common,,,False,False
tracer-shaded,tracer-shaded,Shaded,sprays,common,,,False,False
tracer-tagged,tracer-tagged,Tagged,sprays,common,,,False,False
tracer-whatcha-lookin-at,tracer-whatcha-lookin-at,Whatcha' Lookin' At?,sprays,common,,,False,False
tracer-wings,tracer-wings,Wings,sprays,common,,,False,False
tracer-track,tracer-track,Track,sprays,common,SUMMER_GAMES,SUMMER_GAMES_2016,False,False
tracer-trick-or-treat,tracer-trick-or-treat,Trick or Treat,sprays,common,HALLOWEEN,HALLOWEEN_2016,False,False
tracer-ornament,tracer-ornament,Ornament,sprays,common,WINTER_WONDERLAND_2016,,False,False
tracer-snowboarding,tracer-snowboarding,Snowboarding,sprays,common,WINTER_WONDERLAND_2016,,False,False
tracer-dragon-dance,tracer-dragon-dance,Dragon Dance,sprays,common,YEAR_OF_THE_ROOSTER_2017,,False,False
tracer-fan-dance,tracer-fan-dance,Fan Dance,sprays,common,YEAR_OF_THE_ROOSTER_2017,,False,False
tracer-slipstream,tracer-slipstream,Slipstream,sprays,common,UPRISING_2017,,False,False
tracer-ace-of-diamonds,tracer-ace-of-diamonds,Ace of Diamonds,sprays,common,ANNIVERSARY_2017,,False,False
tracer-cute,tracer-cute,Cute,sprays,common,,,False,False
tracer-pixel,tracer-pixel,Pixel,sprays,common,,,False,False
tracer-heroic,tracer-heroic,Heroic,intros,common,,,True,False
tracer-backflip,tracer-backflip,Backflip,intros,epic,,,False,False
tracer-just-in-time,tracer-just-in-time,Just in Time,intros,epic,,,False,False
tracer-serious-business,tracer-serious-business,Serious Business,intros,epic,,,False,False
tracer-hurdle,tracer-hurdle,Hurdle,intros,epic,SUMMER_GAMES,SUMMER_GAMES_2016,False,False
tracer-lion-dance,tracer-lion-dance,Lion Dance,intros,epic,YEAR_OF_THE_ROOSTER_2017,,False,False
